Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad,NObeyesdad_encoded,Gender_Female,Gender_Male,family_history_with_overweight_no,family_history_with_overweight_yes,FAVC_no,FAVC_yes,CAEC_Always,CAEC_Frequently,CAEC_Sometimes,CAEC_no,SMOKE_no,SMOKE_yes,SCC_no,SCC_yes,CALC_Frequently,CALC_Sometimes,CALC_no,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking,Age_scaled,Height_scaled,Weight_scaled,FCVC_scaled,NCP_scaled,CH2O_scaled,FAF_scaled,TUE_scaled,BMI
Female,34.0,1.7,80.0,yes,no,3.0,3.0,Always,no,2.0,no,0.0,0.0,no,Automobile,Overweight_Level_II,6,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,1.7859197888535865,-0.0028053569048169,-0.2990191407803995,1.0391712089886695,0.3383641026929108,-0.0483492965083764,-1.1711414639346838,-1.0243435891567076,27.68
Female,18.0,1.56,50.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight,1,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-1.0270519040924706,-1.6062908288777047,-1.4362957145193898,1.0391712089886695,0.3383641026929108,-1.691863336938543,0.021774831905498,-1.0243435891567076,20.55
Male,22.0,1.7,80.0,yes,yes,1.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Overweight_Level_II,6,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.3238089808559564,-0.0028053569048169,-0.2990191407803995,-2.711729166806681,0.3383641026929108,-0.0483492965083764,-1.1711414639346838,0.6365129207568967,27.68
Male,25.492855,1.771817,114.470482,yes,yes,1.392665,3.0,Sometimes,no,1.238057,no,1.097905,0.619012,Sometimes,Public_Transportation,Obesity_Type_II,3,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0.2902724093043622,0.8197483298143043,1.0077299146893184,-1.97530551877584,0.3383641026929108,-1.3006133150158588,0.1385673018497309,0.0037465207579324,36.46
Female,22.0,1.67,80.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II,6,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.3238089808559564,-0.3464093866132934,-0.2990191407803995,-0.8362789789090057,-2.4970770765185546,-0.0483492965083764,1.21469112774568,0.6365129207568967,28.69
Female,19.0,1.65,64.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight,1,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.8512411732833421,-0.5754787397522778,-0.9055666467745276,-0.8362789789090057,0.3383641026929108,-1.691863336938543,0.021774831905498,-1.0243435891567076,23.51
Female,25.918524,1.663341,112.57922,yes,yes,3.0,3.0,Sometimes,no,2.724099,no,0.0,0.081156,Sometimes,Public_Transportation,Obesity_Type_III,4,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0.3651095872771536,-0.4226780277409179,0.9360336491092268,1.0391712089886695,0.3383641026929108,1.1417175766530665,-1.1711414639346838,-0.889555118238159,40.69
Female,29.740496,1.502609,77.929204,yes,yes,2.0,1.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I,2,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,1.03705327772918,-2.263616791177676,-0.3775214001068131,-0.8362789789090057,-2.4970770765185546,-1.691863336938543,-1.1711414639346838,-1.0243435891567076,34.52
Male,18.0,1.753321,52.058335,yes,yes,2.0,3.0,Sometimes,no,2.072194,no,0.680464,1.258881,no,Public_Transportation,Insufficient_Weight,0,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,-1.0270519040924706,0.607904992031371,-1.3582658419724882,-0.8362789789090057,0.3383641026929108,0.0703025561264391,-0.3594048696020903,1.0664771148998404,16.93
Male,41.318302,1.853223,96.078462,yes,yes,2.0,3.0,Sometimes,no,3.0,no,2.0,0.0,Frequently,Automobile,Obesity_Type_I,2,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,3.0725558117554943,1.7521293178959123,0.3105027983646856,-0.8362789789090057,0.3383641026929108,1.59516474392179,1.21469112774568,-1.0243435891567076,27.98
Female,26.0,1.611462,111.950113,yes,yes,3.0,3.0,Sometimes,no,2.609052,no,0.0,0.079334,Sometimes,Public_Transportation,Obesity_Type_III,4,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0.3794339423805579,-1.016872476315786,0.912184693993386,1.0391712089886695,0.3383641026929108,0.9526362168436976,-1.1711414639346838,-0.8925811987992216,43.11
Female,26.0,1.682253,111.216192,yes,yes,3.0,3.0,Sometimes,no,2.48707,no,0.0,0.250502,Sometimes,Public_Transportation,Obesity_Type_III,4,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0.3794339423805579,-0.206070047412694,0.8843623219842165,1.0391712089886695,0.3383641026929108,0.7521570871639449,-1.1711414639346838,-0.6082957117103298,39.3
Female,20.0,1.55,45.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,0.0,no,Walking,Normal_Weight,1,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,-0.6754304424742135,-1.7208255054471968,-1.625841810142555,1.0391712089886695,0.3383641026929108,-0.0483492965083764,1.21469112774568,-1.0243435891567076,18.73
Female,23.0,1.55,80.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Overweight_Level_II,6,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.1479982500468278,-1.7208255054471968,-0.2990191407803995,-0.8362789789090057,0.3383641026929108,-0.0483492965083764,0.021774831905498,-1.0243435891567076,33.3
Male,23.118327,1.851123,119.841446,yes,yes,2.203962,2.954446,Sometimes,no,2.854161,no,1.19102,0.0,Sometimes,Public_Transportation,Obesity_Type_II,3,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.1271950937023759,1.728077035816319,1.2113389658758338,-0.4537584076850196,0.2737812589540111,1.355476299779495,0.2496457027368896,-1.0243435891567076,34.97
Male,23.0,1.7,97.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,3.0,0.0,no,Public_Transportation,Obesity_Type_I,2,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.1479982500468278,-0.0028053569048169,0.3454375843383615,-0.8362789789090057,0.3383641026929108,1.59516474392179,2.4076074235858616,-1.0243435891567076,33.56
Female,26.0,1.641918,111.949972,yes,yes,3.0,3.0,Sometimes,no,2.632224,no,0.0,0.232858,Sometimes,Public_Transportation,Obesity_Type_III,4,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0.3794339423805579,-0.6680456653557404,0.9121793487934896,1.0391712089886695,0.3383641026929108,0.9907197241885448,-1.1711414639346838,-0.6375998639712455,41.53
Male,26.947786,1.717601,86.464843,yes,yes,2.971588,3.0,Sometimes,no,1.726109,no,0.0,0.453649,Sometimes,Automobile,Overweight_Level_II,6,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,0.5460648916912189,0.1987871273251457,-0.0539419908870496,0.9858859182501212,0.3383641026929108,-0.4984930005558353,-1.1711414639346838,-0.2708976942909109,29.31
Male,29.883021,1.75,119.117122,yes,yes,2.668949,3.0,Sometimes,no,2.939492,no,1.999836,0.831412,Sometimes,Automobile,Obesity_Type_II,3,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,1.0621107021377512,0.5698680259426439,1.183880408642603,0.4183015488349563,0.3383641026929108,1.4957189963634414,1.214495489473162,0.356512443463582,38.9
Female,18.634286,1.692646,79.697278,no,yes,1.98989905,1.893811,Sometimes,no,1.0,no,1.0,0.704978,Sometimes,Public_Transportation,Overweight_Level_I,5,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.9155376188904718,-0.0870341580540198,-0.3104950954122468,-0.8552228074844507,-1.229902818602465,-1.691863336938543,0.021774831905498,0.1465237114891653,27.82
Male,20.0,1.7,80.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II,6,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.6754304424742135,-0.0028053569048169,-0.2990191407803995,-0.8362789789090057,0.3383641026929108,1.59516474392179,1.21469112774568,0.6365129207568967,27.68
Female,21.016665,1.75655,133.800129,yes,yes,3.0,3.0,Sometimes,no,2.869234,no,1.465931,0.929356,Sometimes,Public_Transportation,Obesity_Type_III,4,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.4966898258361508,0.6448882390956617,1.7405017384141233,1.0391712089886695,0.3383641026929108,1.380248986910899,0.57759151454261,0.51918337347056,43.36
Female,27.474245,1.706912,78.041338,yes,no,2.0,3.0,Sometimes,no,1.0,no,0.82666,0.0,no,Public_Transportation,Overweight_Level_II,6,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,0.6386220332222616,0.0763610115400162,-0.3732704877294916,-0.8362789789090057,0.3383641026929108,-1.691863336938543,-0.1850052788154391,-1.0243435891567076,26.79
Female,22.126325,1.647811,49.603807,yes,yes,2.417635,3.998618,Frequently,no,1.438398,no,2.0,1.0,no,Public_Transportation,Insufficient_Weight,0,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.3015996902864929,-0.6005503804533395,-1.4513150817720353,-0.0530253396863596,1.7541254024438082,-0.9713500686420388,1.21469112774568,0.6365129207568967,18.27
Female,21.0,1.57,45.0,no,yes,3.0,3.0,Frequently,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight,1,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.4996197116650849,-1.4917561523082126,-1.625841810142555,1.0391712089886695,0.3383641026929108,1.59516474392179,0.021774831905498,-1.0243435891567076,18.26
Male,21.0,1.79,105.0,yes,yes,2.0,1.703299,Sometimes,no,3.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I,2,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.4996197116650849,1.0280067322206126,0.6487113373354256,-0.8362789789090057,-1.4999956035694324,1.59516474392179,0.021774831905498,0.6365129207568967,32.77
Male,21.81119,1.657496,85.0,yes,yes,2.0,3.0,Sometimes,no,2.371015,no,1.0,0.0,no,Public_Transportation,Obesity_Type_I,2,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.357003804940028,-0.4896235461957846,-0.1094730451572345,-0.8362789789090057,0.3383641026929108,0.5614190652018216,0.021774831905498,-1.0243435891567076,30.94
Female,25.982261,1.678201,107.378702,yes,yes,3.0,3.0,Sometimes,no,1.509734,no,0.035928,0.868788,Sometimes,Public_Transportation,Obesity_Type_III,4,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0.376315235826735,-0.2524794983586516,0.7388860726856286,1.0391712089886695,0.3383641026929108,-0.8541083510539126,-1.1282823672577378,0.4185886163781128,38.13
Male,19.0,1.74,78.0,yes,no,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Overweight_Level_II,6,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.8512411732833421,0.4553333493731517,-0.3748375790296656,1.0391712089886695,0.3383641026929108,-0.0483492965083764,0.021774831905498,-1.0243435891567076,25.76
Female,21.0,1.55,68.0,no,yes,2.0,3.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I,5,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.4996197116650849,-1.7208255054471968,-0.7539297702759956,-0.8362789789090057,0.3383641026929108,-0.0483492965083764,1.21469112774568,0.6365129207568967,28.3
Male,30.686701,1.835271,120.998266,yes,yes,2.219186,2.937989,Sometimes,no,2.109697,no,1.628637,0.0,no,Public_Transportation,Obesity_Type_II,3,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,1.2034062702744317,1.5465166665183607,1.2551931087435917,-0.4252065540244656,0.2504498312108696,0.1319392631846918,0.7716861533735824,-1.0243435891567076,35.92
Female,26.0,1.62495,111.946321,yes,yes,3.0,3.0,Sometimes,no,2.770125,no,0.0,0.09776,Sometimes,Public_Transportation,Obesity_Type_III,4,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0.3794339423805579,-0.8623881045588556,0.9120409422344654,1.0391712089886695,0.3383641026929108,1.217361953877906,-1.1711414639346838,-0.8619782567475537,42.4
Female,37.0,1.5,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I,2,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,2.3133519812809724,-2.293498888294657,-0.2990191407803995,-0.8362789789090057,0.3383641026929108,-0.0483492965083764,-1.1711414639346838,-1.0243435891567076,35.56
Female,26.0,1.66494,111.942544,yes,yes,3.0,3.0,Sometimes,no,2.78678,no,0.0,0.425473,Sometimes,Public_Transportation,Obesity_Type_III,4,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0.3794339423805579,-0.4043639329574546,0.9118977591138316,1.0391712089886695,0.3383641026929108,1.2447346802212695,-1.1711414639346838,-0.3176939873142366,40.38
Male,22.906886,1.84842,121.04172,yes,yes,2.919526,2.996444,Sometimes,no,1.937674,no,1.427413,0.0,Sometimes,Public_Transportation,Obesity_Type_II,3,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.1643686904353889,1.697118312739584,1.2568404159514333,0.8882462305677918,0.3333226882762726,-0.1507829525922271,0.5316427646594378,-1.0243435891567076,35.43
Male,21.0,1.62,70.0,no,no,2.0,1.0,no,no,3.0,no,1.0,0.0,no,Public_Transportation,Overweight_Level_I,5,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,-0.4996197116650849,-0.9190827694607516,-0.6781113320267296,-0.8362789789090057,-2.4970770765185546,1.59516474392179,0.021774831905498,-1.0243435891567076,26.67
Female,19.799054,1.59611,42.848033,no,yes,3.0,2.581015,Frequently,no,1.163264,no,0.544784,0.0,Sometimes,Public_Transportation,Insufficient_Weight,0,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.7107589055873844,-1.1927061117852704,-1.7074211986945338,1.0391712089886695,-0.2556395585430473,-1.423536660641752,-0.5212597526216861,-1.0243435891567076,16.82
Female,21.0,1.62,69.0,yes,no,2.0,3.0,Frequently,no,1.0,no,1.0,2.0,no,Public_Transportation,Overweight_Level_I,5,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.4996197116650849,-0.9190827694607516,-0.7160205511513626,-0.8362789789090057,0.3383641026929108,-1.691863336938543,0.021774831905498,2.297369430670501,26.29
Female,25.950898,1.643332,110.676343,yes,yes,3.0,3.0,Sometimes,no,1.7305,no,0.0,0.773807,Sometimes,Public_Transportation,Obesity_Type_III,4,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0.3708012838763679,-0.6518504620888139,0.8638970679490025,1.0391712089886695,0.3383641026929108,-0.4912763304043064,-1.1711414639346838,0.2608388042100088,40.98
Male,18.0,1.74379,54.835576,yes,yes,2.263245,2.473913,Sometimes,no,2.721769,no,0.282063,0.0,no,Public_Transportation,Insufficient_Weight,0,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,-1.0270519040924706,0.4987419917929887,-1.2529828043415732,-0.3425760941958822,-0.4074802691310002,1.1378881889388646,-0.8346639147811147,-1.0243435891567076,18.03
Male,55.272573,1.7,80.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.979701,1.544357,no,Automobile,Overweight_Level_II,6,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,5.525866394174123,-0.0028053569048169,-0.2990191407803995,1.0391712089886695,0.3383641026929108,-0.0483492965083764,-0.0024401759837617,1.5406117879239365,27.68
Female,18.0,1.7,78.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II,6,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,-1.0270519040924706,-0.0028053569048169,-0.3748375790296656,1.0391712089886695,0.3383641026929108,-1.691863336938543,0.021774831905498,0.6365129207568967,26.99
Female,21.0,1.56,63.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight,1,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.4996197116650849,-1.6062908288777047,-0.9434758658991608,1.0391712089886695,0.3383641026929108,-0.0483492965083764,0.021774831905498,-1.0243435891567076,25.89
Female,20.225396,1.595165,44.594588,no,yes,3.0,3.0,Frequently,no,2.444125,yes,1.190465,0.0,no,Public_Transportation,Insufficient_Weight,0,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.6358034069927592,-1.2035296387210872,-1.6412106624863103,1.0391712089886695,0.3383641026929108,0.6815763766976715,0.2489836341926984,-1.0243435891567076,17.53
Female,22.200779,1.700216,50.173425,yes,yes,2.649406,3.0,Frequently,no,2.649459,no,1.0,0.0,no,Public_Transportation,Insufficient_Weight,0,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.2885098781348302,-0.000331407890916,-1.4297213081927005,0.3816496258128719,0.3383641026929108,1.0190456886753587,0.021774831905498,-1.0243435891567076,17.36
Male,22.77789,1.709731,97.350366,yes,yes,2.0,1.437959,Sometimes,no,2.0,no,0.463891,1.239038,Sometimes,Public_Transportation,Obesity_Type_I,2,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.1870475714668434,0.108648336864955,0.3587196858061824,-0.8362789789090057,-1.8761735848154173,-0.0483492965083764,-0.617758330541086,1.033520739173625,33.3
Female,26.0,1.611462,111.939671,yes,yes,3.0,3.0,Sometimes,no,2.621976,no,0.0,0.479221,Sometimes,Public_Transportation,Obesity_Type_III,4,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0.3794339423805579,-1.016872476315786,0.9117888459272868,1.0391712089886695,0.3383641026929108,0.9738769923022168,-1.1711414639346838,-0.2284262716194002,43.11
Male,22.0,1.8,65.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,0.0,no,Public_Transportation,Normal_Weight,1,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.3238089808559564,1.142541408790105,-0.8676574276498946,1.0391712089886695,0.3383641026929108,-0.0483492965083764,1.21469112774568,-1.0243435891567076,20.06
Male,23.454558,1.763215,117.384745,yes,yes,2.0,2.989791,Sometimes,no,2.0,no,1.818052,0.631217,Sometimes,Public_Transportation,Obesity_Type_II,3,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,-0.0680820758716921,0.7212256010292273,1.1182073493431284,-0.8362789789090057,0.3238905931936257,-0.0483492965083764,0.9976423935501506,0.024017274461428,37.76
Female,18.0,1.63,50.0,no,no,3.0,4.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,-1.0270519040924706,-0.8045480928912621,-1.4362957145193898,1.0391712089886695,1.7560846922986435,-0.0483492965083764,1.21469112774568,0.6365129207568967,18.82
